algo,feat_set,pa_method,rep,fold,k_effective,auc_roc,pr_auc,tss,tss_thr,thr_source,sensitivity,specificity,brier,cal_slope,cal_int,n_pres,n_bg,n_feat_vif,selected,pa_ratio,n_pa_actual,n_pres_tr,n_pres_dropped,n_eval_bg,inner_threshold,hp_str
RF,M_SA,spatial_constrained,2,1,3,0.741923076923077,0.10087489919066074,0.25673076917037885,0.33,inner_oof,0.7692,0.4875,0.1574191821361313,0.135,-3.1077,13,400,6,"bio04,bio10,bio15,bio16,A1_dist_waterway,A2_waterway_order",1:10,250,25,0,400,0.33,"{""n_estimators"": 300, ""min_samples_leaf"": 1, ""max_features"": 0.7, ""max_depth"": null}"
RF,M_SA,two_step,2,1,3,0.765576923076923,0.46212296304977074,0.20480769225315676,0.325,inner_oof,0.6923,0.5125,0.1813661622276029,0.8259,-3.316,13,400,6,"bio04,bio10,bio15,bio16,A1_dist_waterway,A2_waterway_order",1:5,125,25,0,400,0.325,"{""n_estimators"": 200, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""max_depth"": 20}"
RF,M_SA,uncertainty_zone,2,1,3,0.833173076923077,0.4670119615938518,0.6348076922520818,0.505,inner_oof,0.6923,0.9425,0.08265932203389831,1.1056,-2.757,13,400,6,"bio04,bio10,bio15,bio16,A1_dist_waterway,A2_waterway_order",1:5,125,25,0,400,0.505,"{""n_estimators"": 200, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""max_depth"": 20}"
RF,M_SP,random,2,1,3,0.8248076923076924,0.2726090576090577,0.6117307691694913,0.309,inner_oof,0.7692,0.8425,0.06938885002443464,1.4784,-1.9986,13,400,7,"bio04,bio10,bio15,bio16,P1_pop_density,P3_road_density,P4_dist_urban",1:3,75,25,0,400,0.309,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": ""sqrt"", ""max_depth"": 10}"
RF,M_SP,spatial_constrained,2,1,3,0.7868269230769231,0.15456073479686355,0.4342307691699352,0.4033,inner_oof,0.7692,0.665,0.13436072101156848,0.351,-2.9527,13,400,7,"bio04,bio10,bio15,bio16,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.4033,"{""n_estimators"": 300, ""min_samples_leaf"": 1, ""max_features"": 0.7, ""max_depth"": null}"
RF,M_SP,two_step,2,1,3,0.8196153846153846,0.155998632880608,0.4255769230046609,0.3369,inner_oof,0.9231,0.5025,0.15843628558296255,0.9693,-3.1924,13,400,7,"bio04,bio10,bio15,bio16,P1_pop_density,P3_road_density,P4_dist_urban",1:1,25,25,0,400,0.3369,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.7, ""max_depth"": 20}"
RF,M_SP,uncertainty_zone,2,1,3,0.9457692307692308,0.48414995878022393,0.5599999999216769,0.3654,inner_oof,1.0,0.56,0.11872032249006616,4.3301,-3.2813,13,400,7,"bio04,bio10,bio15,bio16,P1_pop_density,P3_road_density,P4_dist_urban",1:3,75,25,0,400,0.3654,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": ""sqrt"", ""max_depth"": 10}"
RF,M_SAP,random,2,1,3,0.8448076923076924,0.3185804262134795,0.6298076922520943,0.3477,inner_oof,0.6923,0.9375,0.05495435069900841,1.7677,-1.578,13,400,8,"bio04,bio10,bio15,bio16,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:3,75,25,0,400,0.3477,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": ""sqrt"", ""max_depth"": 10}"
RF,M_SAP,spatial_constrained,2,1,3,0.7633653846153846,0.10624022767537873,0.3017307691702664,0.3,inner_oof,0.7692,0.5325,0.13777449556093627,0.1514,-3.0744,13,400,8,"bio04,bio10,bio15,bio16,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.3,"{""n_estimators"": 300, ""min_samples_leaf"": 1, ""max_features"": 0.7, ""max_depth"": null}"
RF,M_SAP,two_step,2,1,3,0.919423076923077,0.26395045892736296,0.35749999992218306,0.1639,inner_oof,1.0,0.3575,0.09954869772252309,1.3488,-2.7689,13,400,8,"bio04,bio10,bio15,bio16,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:1,25,25,0,400,0.1639,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.7, ""max_depth"": 20}"
RF,M_SAP,uncertainty_zone,2,1,3,0.9130769230769231,0.4922962007427203,0.6336538460867887,0.3632,inner_oof,0.8462,0.7875,0.08960252404870246,3.1849,-2.0642,13,400,8,"bio04,bio10,bio15,bio16,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:3,75,25,0,400,0.3632,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": ""sqrt"", ""max_depth"": 10}"
XGB,M_S,random,2,1,3,0.7179807692307691,0.1670523044589271,0.5373076922523254,0.5627,inner_oof,0.6923,0.845,0.17147716879844666,0.3996,-3.2299,13,400,5,"bio04,bio10,bio15,bio16,bio17",1:5,125,25,0,400,0.5627,"{""subsample"": 1.0, ""n_estimators"": 100, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.1, ""colsample_bytree"": 0.8}"
XGB,M_S,spatial_constrained,2,1,3,0.5361538461538462,0.035406748448977426,0.18730769225320043,0.2547,inner_oof,0.6923,0.495,0.3393067717552185,0.0183,-3.4211,13,400,5,"bio04,bio10,bio15,bio16,bio17",1:10,250,25,0,400,0.2547,"{""subsample"": 0.7, ""n_estimators"": 300, ""min_child_weight"": 10, ""max_depth"": 5, ""learning_rate"": 0.1, ""colsample_bytree"": 1.0}"
XGB,M_S,two_step,2,1,3,0.704903846153846,0.15442368106848645,0.3273076922528504,0.3162,inner_oof,0.6923,0.635,0.17079129815101624,0.3965,-3.2334,13,400,5,"bio04,bio10,bio15,bio16,bio17",1:5,125,25,0,400,0.3162,"{""subsample"": 1.0, ""n_estimators"": 100, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.1, ""colsample_bytree"": 0.6}"
XGB,M_S,uncertainty_zone,2,1,3,0.7311538461538462,0.14743422766505657,0.27730769225297536,0.2509,inner_oof,0.6923,0.585,0.16446702182292938,0.4019,-3.1808,13,400,5,"bio04,bio10,bio15,bio16,bio17",1:10,250,25,0,400,0.2509,"{""subsample"": 1.0, ""n_estimators"": 200, ""min_child_weight"": 10, ""max_depth"": 7, ""learning_rate"": 0.1, ""colsample_bytree"": 0.8}"
XGB,M_SA,random,2,1,3,0.7472115384615384,0.17681094996911517,0.5253846153350032,0.7495,inner_oof,0.6154,0.91,0.14551664888858795,0.4384,-3.138,13,400,6,"bio04,bio10,bio15,bio16,A1_dist_waterway,A2_waterway_order",1:5,125,25,0,400,0.7495,"{""subsample"": 1.0, ""n_estimators"": 100, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.1, ""colsample_bytree"": 0.8}"
XGB,M_SA,spatial_constrained,2,1,3,0.5231730769230769,0.03694369715556413,0.21038461533579067,0.6269,inner_oof,0.6154,0.595,0.34154272079467773,0.001,-3.4271,13,400,6,"bio04,bio10,bio15,bio16,A1_dist_waterway,A2_waterway_order",1:10,250,25,0,400,0.6269,"{""subsample"": 0.7, ""n_estimators"": 300, ""min_child_weight"": 10, ""max_depth"": 5, ""learning_rate"": 0.1, ""colsample_bytree"": 1.0}"
XGB,M_SA,two_step,2,1,3,0.723173076923077,0.1158896956808902,0.31480769225288174,0.3773,inner_oof,0.6923,0.6225,0.24007244408130646,0.2703,-3.3519,13,400,6,"bio04,bio10,bio15,bio16,A1_dist_waterway,A2_waterway_order",1:3,75,25,0,400,0.3773,"{""subsample"": 0.9, ""n_estimators"": 300, ""min_child_weight"": 1, ""max_depth"": 3, ""learning_rate"": 0.1, ""colsample_bytree"": 0.8}"
XGB,M_SA,uncertainty_zone,2,1,3,0.7357692307692308,0.16157713754627642,0.5723076922522379,0.709,inner_oof,0.6923,0.88,0.13042108714580536,0.4734,-3.131,13,400,6,"bio04,bio10,bio15,bio16,A1_dist_waterway,A2_waterway_order",1:5,125,25,0,400,0.709,"{""subsample"": 1.0, ""n_estimators"": 100, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.1, ""colsample_bytree"": 0.8}"
XGB,M_SP,random,2,1,3,0.8237499999999999,0.2138390047686256,0.5148076922523817,0.1696,inner_oof,0.6923,0.8225,0.06853870302438736,0.714,-2.476,13,400,7,"bio04,bio10,bio15,bio16,P1_pop_density,P3_road_density,P4_dist_urban",1:5,125,25,0,400,0.1696,"{""subsample"": 1.0, ""n_estimators"": 100, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.1, ""colsample_bytree"": 0.6}"
XGB,M_SP,spatial_constrained,2,1,3,0.5277884615384616,0.04040537426923915,0.13480769225333167,0.1002,inner_oof,0.6923,0.4425,0.2457285374403,0.0646,-3.366,13,400,7,"bio04,bio10,bio15,bio16,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.1002,"{""subsample"": 1.0, ""n_estimators"": 200, ""min_child_weight"": 10, ""max_depth"": 7, ""learning_rate"": 0.1, ""colsample_bytree"": 0.8}"
XGB,M_SP,two_step,2,1,3,0.8646153846153846,0.220639909712147,0.6067307691695039,0.512,inner_oof,0.7692,0.8375,0.13543853163719177,0.7391,-3.1773,13,400,7,"bio04,bio10,bio15,bio16,P1_pop_density,P3_road_density,P4_dist_urban",1:1,25,25,0,400,0.512,"{""subsample"": 0.9, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 5, ""learning_rate"": 0.2, ""colsample_bytree"": 0.6}"
XGB,M_SP,uncertainty_zone,2,1,3,0.8478846153846153,0.23319366419976542,0.4859615384177496,0.6282,inner_oof,0.5385,0.9475,0.06004531309008598,0.7596,-2.3377,13,400,7,"bio04,bio10,bio15,bio16,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.6282,"{""subsample"": 1.0, ""n_estimators"": 200, ""min_child_weight"": 10, ""max_depth"": 7, ""learning_rate"": 0.1, ""colsample_bytree"": 0.8}"
XGB,M_SAP,random,2,1,3,0.744326923076923,0.22537416666101115,0.31923076917022275,0.1839,inner_oof,0.7692,0.55,0.10589390993118286,0.7891,-2.8549,13,400,8,"bio04,bio10,bio15,bio16,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:1,25,25,0,400,0.1839,"{""subsample"": 1.0, ""n_estimators"": 100, ""min_child_weight"": 1, ""max_depth"": 7, ""learning_rate"": 0.05, ""colsample_bytree"": 0.8}"
XGB,M_SAP,spatial_constrained,2,1,3,0.550096153846154,0.04296417404816402,0.14980769225329427,0.0994,inner_oof,0.6923,0.4575,0.23562636971473694,0.0776,-3.3512,13,400,8,"bio04,bio10,bio15,bio16,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.0994,"{""subsample"": 1.0, ""n_estimators"": 200, ""min_child_weight"": 10, ""max_depth"": 7, ""learning_rate"": 0.1, ""colsample_bytree"": 0.8}"
XGB,M_SAP,two_step,2,1,3,0.84625,0.25662241954811615,0.5423076922523129,0.3909,inner_oof,0.6923,0.85,0.09391934424638748,0.5435,-2.982,13,400,8,"bio04,bio10,bio15,bio16,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:3,75,25,0,400,0.3909,"{""subsample"": 0.9, ""n_estimators"": 300, ""min_child_weight"": 1, ""max_depth"": 3, ""learning_rate"": 0.1, ""colsample_bytree"": 0.8}"
XGB,M_SAP,uncertainty_zone,2,1,3,0.840576923076923,0.2373205016107755,0.5478846153349468,0.586,inner_oof,0.6154,0.9325,0.06751097738742828,0.6863,-2.4733,13,400,8,"bio04,bio10,bio15,bio16,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.586,"{""subsample"": 1.0, ""n_estimators"": 200, ""min_child_weight"": 10, ""max_depth"": 7, ""learning_rate"": 0.1, ""colsample_bytree"": 0.8}"
MXN,M_S,random,2,1,3,0.8605769230769231,0.14539522758778456,0.6217307691694662,0.3346,inner_oof,0.7692,0.8525,0.08916922821843451,0.4718,-2.6106,13,400,5,"bio04,bio10,bio15,bio16,bio17",1:5,125,25,0,400,0.3346,"{""l1_ratio"": 1.0, ""C"": 1.0}"
MXN,M_S,spatial_constrained,2,1,3,0.546923076923077,0.03536032509016304,0.15846153841856836,0.5855,inner_oof,0.5385,0.62,0.3691892493209414,-0.0087,-3.4289,13,400,5,"bio04,bio10,bio15,bio16,bio17",1:10,250,25,0,400,0.5855,"{""l1_ratio"": 0.25, ""C"": 1.0}"
MXN,M_S,two_step,2,1,3,0.8388461538461538,0.13562733051646014,0.16826923074913558,0.8521,inner_oof,0.2308,0.9375,0.09182559699208163,0.3601,-2.6932,13,400,5,"bio04,bio10,bio15,bio16,bio17",1:5,125,25,0,400,0.8521,"{""l1_ratio"": 1.0, ""C"": 1.0}"
MXN,M_S,uncertainty_zone,2,1,3,0.886923076923077,0.172427799341509,0.5155769230044358,0.4488,inner_oof,0.9231,0.5925,0.19927413468729982,1.0555,-3.8612,13,400,5,"bio04,bio10,bio15,bio16,bio17",1:3,75,25,0,400,0.4488,"{""l1_ratio"": 0.5, ""C"": 1.0}"
MXN,M_SA,random,2,1,3,0.9107692307692308,0.24928641619818093,0.12134615383190073,0.8106,inner_oof,0.1538,0.9675,0.08028207124163748,0.866,-2.6132,13,400,6,"bio04,bio10,bio15,bio16,A1_dist_waterway,A2_waterway_order",1:3,75,25,0,400,0.8106,"{""l1_ratio"": 0.5, ""C"": 1.0}"
MXN,M_SA,spatial_constrained,2,1,3,0.7082692307692307,0.05375590855629355,0.3553846153354281,0.6588,inner_oof,0.6154,0.74,0.2537627177854729,0.0683,-3.3524,13,400,6,"bio04,bio10,bio15,bio16,A1_dist_waterway,A2_waterway_order",1:10,250,25,0,400,0.6588,"{""l1_ratio"": 0.25, ""C"": 1.0}"
MXN,M_SA,two_step,2,1,3,0.8976923076923077,0.18379939468135753,0.5478846153349468,0.7992,inner_oof,0.6154,0.9325,0.10808769245996626,0.6242,-2.9499,13,400,6,"bio04,bio10,bio15,bio16,A1_dist_waterway,A2_waterway_order",1:3,75,25,0,400,0.7992,"{""l1_ratio"": 0.5, ""C"": 1.0}"
MXN,M_SA,uncertainty_zone,2,1,3,0.9053846153846155,0.19617264684526178,0.6292307691694476,0.431,inner_oof,0.7692,0.86,0.08508820983405616,0.8576,-2.6402,13,400,6,"bio04,bio10,bio15,bio16,A1_dist_waterway,A2_waterway_order",1:5,125,25,0,400,0.431,"{""l1_ratio"": 1.0, ""C"": 0.5}"
MXN,M_SP,random,2,1,3,0.8830769230769231,0.16685943377129794,0.16576923074914185,0.7527,inner_oof,0.2308,0.935,0.09347741451921256,0.7036,-2.7297,13,400,7,"bio04,bio10,bio15,bio16,P1_pop_density,P3_road_density,P4_dist_urban",1:5,125,25,0,400,0.7527,"{""l1_ratio"": 1.0, ""C"": 0.5}"
MXN,M_SP,spatial_constrained,2,1,3,0.763076923076923,0.06728278983163426,0.15519230766652026,0.8154,inner_oof,0.3077,0.8475,0.18940256841827516,0.2155,-3.1454,13,400,7,"bio04,bio10,bio15,bio16,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.8154,"{""l1_ratio"": 0.25, ""C"": 1.0}"
MXN,M_SP,two_step,2,1,3,0.8998076923076923,0.1819219594945449,0.674230769169335,0.8274,inner_oof,0.7692,0.905,0.13202817488240515,0.3753,-3.0808,13,400,7,"bio04,bio10,bio15,bio16,P1_pop_density,P3_road_density,P4_dist_urban",1:1,25,25,0,400,0.8274,"{""l1_ratio"": 1.0, ""C"": 5.0}"
MXN,M_SP,uncertainty_zone,2,1,3,0.8882692307692308,0.1734510658513713,0.1857692307490919,0.7066,inner_oof,0.2308,0.955,0.09328255444592835,1.1577,-2.6731,13,400,7,"bio04,bio10,bio15,bio16,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.7066,"{""l1_ratio"": 0.75, ""C"": 0.1}"
MXN,M_SAP,random,2,1,3,0.9157692307692307,0.2589650158832549,0.13634615383186333,0.8146,inner_oof,0.1538,0.9825,0.07218677404138664,0.951,-2.5029,13,400,8,"bio04,bio10,bio15,bio16,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:3,75,25,0,400,0.8146,"{""l1_ratio"": 0.5, ""C"": 1.0}"
MXN,M_SAP,spatial_constrained,2,1,3,0.7313461538461538,0.059624000676530134,0.19711538458376765,0.7717,inner_oof,0.3846,0.8125,0.20692752940049813,0.1925,-3.1936,13,400,8,"bio04,bio10,bio15,bio16,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.7717,"{""l1_ratio"": 0.25, ""C"": 1.0}"
MXN,M_SAP,two_step,2,1,3,0.888076923076923,0.1871215099736607,0.5673076922522504,0.5209,inner_oof,0.6923,0.875,0.10157583351859607,0.5561,-2.8121,13,400,8,"bio04,bio10,bio15,bio16,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:3,75,25,0,400,0.5209,"{""l1_ratio"": 0.5, ""C"": 1.0}"
MXN,M_SAP,uncertainty_zone,2,1,3,0.9067307692307692,0.24169011086650047,0.5653846153349031,0.6086,inner_oof,0.6154,0.95,0.08377621203712293,1.592,-2.5622,13,400,8,"bio04,bio10,bio15,bio16,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.6086,"{""l1_ratio"": 0.75, ""C"": 0.1}"
RF,M_S,random,2,2,3,0.9719230769230769,0.42107689880969235,0.7874999999211081,0.2302,inner_oof,1.0,0.7875,0.037475118800795466,2.9582,-1.0186,13,400,5,"bio07,bio10,bio12,bio15,bio17",1:5,125,25,0,400,0.2302,"{""n_estimators"": 100, ""min_samples_leaf"": 10, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_S,spatial_constrained,2,2,3,0.9835576923076923,0.6681700907787864,0.5284615384176434,0.6325,inner_oof,0.5385,0.99,0.02918875889528531,2.0596,-1.1967,13,400,5,"bio07,bio10,bio12,bio15,bio17",1:5,125,25,0,400,0.6325,"{""n_estimators"": 200, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_S,two_step,2,2,3,0.9674038461538461,0.44549703526193796,0.8024999999210707,0.3793,inner_oof,1.0,0.8025,0.0718817346197559,1.7333,-3.1695,13,400,5,"bio07,bio10,bio12,bio15,bio17",1:5,125,25,0,400,0.3793,"{""n_estimators"": 200, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_S,uncertainty_zone,2,2,3,0.9712500000000001,0.5942165239900858,0.523461538417656,0.71,inner_oof,0.5385,0.985,0.03587616357277374,1.5898,-1.8944,13,400,5,"bio07,bio10,bio12,bio15,bio17",1:3,75,25,0,400,0.71,"{""n_estimators"": 300, ""min_samples_leaf"": 1, ""max_features"": 0.7, ""max_depth"": 10}"
RF,M_SA,random,2,2,3,0.979423076923077,0.7549156090822755,0.8355769230036358,0.3442,inner_oof,0.9231,0.9125,0.04324404322476569,2.5438,-2.8092,13,400,7,"bio07,bio10,bio12,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:5,125,25,0,400,0.3442,"{""n_estimators"": 200, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_SA,spatial_constrained,2,2,3,0.9445192307692308,0.594685788273039,0.8136538460863387,0.2386,inner_oof,0.8462,0.9675,0.02812082493379231,3.1483,1.156,13,400,7,"bio07,bio10,bio12,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:10,250,25,0,400,0.2386,"{""n_estimators"": 100, ""min_samples_leaf"": 10, ""max_features"": ""sqrt"", ""max_depth"": 20}"
RF,M_SA,two_step,2,2,3,0.965096153846154,0.6103754014775249,0.7905769230037483,0.4193,inner_oof,0.9231,0.8675,0.10123124182722926,1.9912,-4.4471,13,400,7,"bio07,bio10,bio12,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:5,125,25,0,400,0.4193,"{""n_estimators"": 200, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_SA,uncertainty_zone,2,2,3,0.9825,0.7374572560429882,0.5978846153348218,0.6467,inner_oof,0.6154,0.9825,0.04717110573042777,2.7662,-2.42,13,400,7,"bio07,bio10,bio12,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:3,75,25,0,400,0.6467,"{""n_estimators"": 300, ""min_samples_leaf"": 1, ""max_features"": 0.7, ""max_depth"": 10}"
RF,M_SP,random,2,2,3,0.9414423076923076,0.372872465766462,0.7105769230039485,0.3269,inner_oof,0.9231,0.7875,0.07167722937503852,1.654,-2.5872,13,400,9,"bio04,bio10,bio12,bio15,bio17,elevation,P1_pop_density,P2_dist_road,P3_road_density",1:5,125,25,0,400,0.3269,"{""n_estimators"": 200, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_SP,spatial_constrained,2,2,3,0.963173076923077,0.43887093298858004,0.8455769230036108,0.4998,inner_oof,0.9231,0.9225,0.05774975542006049,1.697,-2.7329,13,400,9,"bio04,bio10,bio12,bio15,bio17,elevation,P1_pop_density,P2_dist_road,P3_road_density",1:5,125,25,0,400,0.4998,"{""n_estimators"": 200, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_SP,two_step,2,2,3,0.8639423076923076,0.27841400434897523,0.5799999999216268,0.4118,inner_oof,1.0,0.58,0.251466386113273,0.888,-4.1523,13,400,9,"bio04,bio10,bio12,bio15,bio17,elevation,P1_pop_density,P2_dist_road,P3_road_density",1:5,125,25,0,400,0.4118,"{""n_estimators"": 200, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_SP,uncertainty_zone,2,2,3,0.9768269230769232,0.5076395826395826,0.8161538460863325,0.292,inner_oof,0.8462,0.97,0.02325172862350939,3.1196,1.4738,13,400,9,"bio04,bio10,bio12,bio15,bio17,elevation,P1_pop_density,P2_dist_road,P3_road_density",1:10,250,25,0,400,0.292,"{""n_estimators"": 100, ""min_samples_leaf"": 10, ""max_features"": ""sqrt"", ""max_depth"": 20}"
RF,M_SAP,random,2,2,3,0.9220192307692308,0.34312520725478113,0.6730769230040421,0.3167,inner_oof,0.9231,0.75,0.07682561887029327,1.3605,-2.6078,13,400,10,"bio04,bio10,bio12,bio15,bio17,elevation,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density",1:5,125,25,0,400,0.3167,"{""n_estimators"": 200, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_SAP,spatial_constrained,2,2,3,0.9627884615384615,0.4095737061114696,0.8555769230035859,0.5667,inner_oof,0.9231,0.9325,0.05466495227125691,1.531,-2.6276,13,400,10,"bio04,bio10,bio12,bio15,bio17,elevation,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density",1:5,125,25,0,400,0.5667,"{""n_estimators"": 200, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_SAP,two_step,2,2,3,0.8424038461538461,0.1918866993271556,0.4730769230045422,0.3551,inner_oof,0.9231,0.55,0.2418704710328441,0.8069,-3.7794,13,400,10,"bio04,bio10,bio12,bio15,bio17,elevation,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density",1:5,125,25,0,400,0.3551,"{""n_estimators"": 200, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_SAP,uncertainty_zone,2,2,3,0.9779807692307693,0.5432406754804766,0.875576923003536,0.2516,inner_oof,0.9231,0.9525,0.023061253084463003,3.2203,1.8068,13,400,10,"bio04,bio10,bio12,bio15,bio17,elevation,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density",1:10,250,25,0,400,0.2516,"{""n_estimators"": 100, ""min_samples_leaf"": 10, ""max_features"": ""sqrt"", ""max_depth"": 20}"
XGB,M_S,random,2,2,3,0.9815384615384615,0.5216386554621849,0.9099999999208019,0.3071,inner_oof,1.0,0.91,0.05427464470267296,1.0483,-3.3584,13,400,5,"bio07,bio10,bio12,bio15,bio17",1:5,125,25,0,400,0.3071,"{""subsample"": 0.7, ""n_estimators"": 300, ""min_child_weight"": 1, ""max_depth"": 7, ""learning_rate"": 0.1, ""colsample_bytree"": 0.6}"
XGB,M_S,spatial_constrained,2,2,3,0.9806730769230769,0.5849031063455489,0.37961538458331123,0.9107,inner_oof,0.3846,0.995,0.03584076464176178,0.7839,-2.0813,13,400,5,"bio07,bio10,bio12,bio15,bio17",1:10,250,25,0,400,0.9107,"{""subsample"": 1.0, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 7, ""learning_rate"": 0.1, ""colsample_bytree"": 0.6}"
XGB,M_S,two_step,2,2,3,0.9295192307692308,0.22743458785496073,0.7830769230037671,0.6546,inner_oof,0.9231,0.86,0.1302604377269745,0.5509,-3.6373,13,400,5,"bio07,bio10,bio12,bio15,bio17",1:5,125,25,0,400,0.6546,"{""subsample"": 0.7, ""n_estimators"": 300, ""min_child_weight"": 1, ""max_depth"": 7, ""learning_rate"": 0.1, ""colsample_bytree"": 0.6}"
XGB,M_S,uncertainty_zone,2,2,3,0.9071153846153848,0.531928858056179,0.14884615383183197,0.9254,inner_oof,0.1538,0.995,0.02810942381620407,0.8428,-1.7108,13,400,5,"bio07,bio10,bio12,bio15,bio17",1:5,125,25,0,400,0.9254,"{""subsample"": 1.0, ""n_estimators"": 100, ""min_child_weight"": 1, ""max_depth"": 5, ""learning_rate"": 0.2, ""colsample_bytree"": 0.8}"
XGB,M_SA,random,2,2,3,0.9789423076923077,0.5975003719684571,0.8549999999209392,0.1526,inner_oof,1.0,0.855,0.0662718191742897,0.9369,-3.7725,13,400,7,"bio07,bio10,bio12,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:5,125,25,0,400,0.1526,"{""subsample"": 0.7, ""n_estimators"": 300, ""min_child_weight"": 1, ""max_depth"": 7, ""learning_rate"": 0.1, ""colsample_bytree"": 0.6}"
XGB,M_SA,spatial_constrained,2,2,3,0.9672115384615385,0.5077112886872158,0.7961538460863826,0.3717,inner_oof,0.8462,0.95,0.04070395231246948,0.7697,-2.1787,13,400,7,"bio07,bio10,bio12,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:10,250,25,0,400,0.3717,"{""subsample"": 1.0, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 7, ""learning_rate"": 0.1, ""colsample_bytree"": 0.6}"
XGB,M_SA,two_step,2,2,3,0.9558653846153847,0.3595286219870938,0.8074999999210581,0.5222,inner_oof,1.0,0.8075,0.15462714433670044,0.6823,-4.6147,13,400,7,"bio07,bio10,bio12,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:5,125,25,0,400,0.5222,"{""subsample"": 0.7, ""n_estimators"": 300, ""min_child_weight"": 1, ""max_depth"": 7, ""learning_rate"": 0.1, ""colsample_bytree"": 0.6}"
XGB,M_SA,uncertainty_zone,2,2,3,0.93875,0.44167077761951756,0.5473076922523004,0.291,inner_oof,0.6923,0.855,0.058104608207941055,0.7569,-2.262,13,400,7,"bio07,bio10,bio12,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:5,125,25,0,400,0.291,"{""subsample"": 1.0, ""n_estimators"": 100, ""min_child_weight"": 1, ""max_depth"": 5, ""learning_rate"": 0.2, ""colsample_bytree"": 0.8}"
